title,company,city,url,passedDay,type,imageUrl,JobDes,JobType,contractType,Experience,salary,skills,gender,militaryService,degree
مدرس الکترونیک (آقا),دکتربرد | Dr Board,تهران، تهران,https://jobinja.ir/companies/dr-board-1/jobs/Rrbg/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%AF%DA%A9%D8%AA%D8%B1%D8%A8%D8%B1%D8%AF?_ref=16,۱ روز پیش,شغل,https://thumb.jobinjacdn.com/j6HJxYh84LCyCwAsYQJVQK6-5DU=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/d4d4e422-82f8-11eb-b4ad-86000088a815_87c2c770-81ae-4968-b68d-fbdf64665b86/main.jpg,شرکت فنی مهندسی معتبر  زیر نظر فنی حرفه ای جهت تکمیل کادر اموزشی در حوزه تعمیرات بردهای الکترونیکی به یک کارشناس اقا الکترونیک همکاری میکند:مدرک تحصیلی از کاردانی به بالاحداقل یکسال سابقه تعمیرات برد الکترونیک و یا اموزش درصورت نیاز مجموعه به کارشناس اموزش میدهد روابط عمومی خوب ؛متعهد ؛‌نظم درکار بیمه دارد  حقوق حداقل وزرات کاربه بالا نسبت به تخصص شخصتمام وقت محدوده اموزشگاه انقلاب و دانشگاه تهران,مهندسی برق و الکترونیک,تمام وقت,مهم نیست,توافقی,"[""الکترونیک"",""تدریس الکترونیک"",""برق"",""برق الکترونیک""]",مرد,معافیت دائمپایان خدمت,کاردانی
برنامه‌نویس NET.,پخش فردوس | FerdowsDCO,تهران، تهران,https://jobinja.ir/companies/ferdows-dco/jobs/RGP5/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-net-%D8%AF%D8%B1-%D9%BE%D8%AE%D8%B4-%D9%81%D8%B1%D8%AF%D9%88%D8%B3?_ref=16,۱ روز پیش,شغل,https://thumb.jobinjacdn.com/Ms-MQHiENjyuRUIEkNOhN2SRTSo=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/abc98594-ab32-11eb-812f-86000088a815_37d9b7f5-e0b6-424a-9d0f-fa1f51f3baed/main.png,"-تسلط به #ASP.Net MVC , C - آشنایی کافی به مفاهیم Object Oriented- آشنایی کافی به Web Api و مفاهیم Rest- آشنایی کافی به SQL Server / TSQLمزایا :حقوق عالی و پرداخت به موقع(میزان حقوق بستگی به توانمندی افراد دارد )بیمه از روز اول بسته ها و هدایای مناسبتیشرکت در دوره های آموزشیامکانات تفریحی و سرگرمی (سالن ورزشی،فوتبال دستی،تنیس روی میز و... )بیمه درمان تکمیلی پزشک سازمانی بن خرید وام",وب،‌ برنامه‌نویسی و نرم‌افزار,تمام وقت,مهم نیست,توافقی,"[""C#"",""Web API"",""ASP.NET MVC"",""Object Oriented"",""Sql Server"",""TSQL"","".NET""]",مهم نیست,معافیت دائمپایان خدمت,کارشناسی
توسعه‌دهنده Laravel / Vue (دورکاری),رقومی سیستم ایران | Roghumi,تهران، تهران,https://jobinja.ir/companies/larapress/jobs/RGwm/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-laravel-vue-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%B1%D9%82%D9%88%D9%85%DB%8C-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86?_ref=16,۱ روز پیش,شغل,https://thumb.jobinjacdn.com/_uC8gY6XOvDyaKGQtBsux8jutJI=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/a91abc80-4cfb-47c8-9289-e676b6c7cf7a/main.jpg,پاره‌وقت (حداقل ۲۰ ساعت در هفته)دورکاریبدون دفتر کاربدون بیمهشرح وظایفطراحی و توسعه UIطراحی و توسعه Api و ‌Backendشرکت در جلسات هفتگی تیمی (حداکثر ۶ ساعت در هفته)شرایط متقاضیتجربه طراحی و توسعه AdminPanel و Apiعلاقه مند به FrontEnd و طراحی WebAppآشنا به TaskManagement ها و آماده استفاده از آن‌ها در توسعهمنظم و با دیسیپلینحداقل تخصص های مورد نیازمسلط به Laravelمسلط به Vueمسلط به Gitمسلط به Linuxتجربه یا تخصص‌های مرتبطSocket AppsE-Learning AppsDockerDatabase Deploy & OptimizationMicroServicesمناسب برای Seniorهایی که به دنبال SideProjectای برای درآمدزایی بیشتر در اوقات فراغت خود هستند.شرایط پروژه ها ایجاد میکند شما تسلط و شکیبایی مورد نیاز برای کار بر روی کدهای دیگران را داشته باشید.بسته به تجربه و تخصص های شما و زمانی که در هفته قرار می دهید حقوق از ۴ تا ۱۰ ملیون در ماه قابل مذاکره خواهد بود.,وب،‌ برنامه‌نویسی و نرم‌افزار,"پاره وقت
                                    دورکاری",مهم نیست,"از ۴,۰۰۰,۰۰۰ تومان","[""Laravel"",""Vue"",""Git"",""Linux""]",مهم نیست,معافیت تحصیلیمعافیت دائمپایان خدمت,مهم نیست
مسئول دفتر مدیرعامل (خانم),فلای تودی | FT,تهران، تهران,https://jobinja.ir/companies/abnoos-gasht-tehran/jobs/R4Jt/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%B3%D8%A6%D9%88%D9%84-%D8%AF%D9%81%D8%AA%D8%B1-%D9%85%D8%AF%DB%8C%D8%B1%D8%B9%D8%A7%D9%85%D9%84-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D9%81%D9%84%D8%A7%DB%8C-%D8%AA%D9%88%D8%AF%DB%8C?_ref=16,۱ روز پیش,شغل,https://thumb.jobinjacdn.com/KdOc568hvunDc8w-4OpxDZ1TwtE=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/3b1f2980-e3c8-403f-9acf-30872580f9d1/main.png,شرح وظایف :‏رسیدگی و انجام کلیه امور اداری و اجرایی مربوط دفتر‏‎ ‎مدیریت تهیه و ارسال نامه های دفتر مدیریت، ثبت و بایگانی آن در سیستم تنظیم قرار ملاقاتها و جلسات(داخلی و خارجی) با رعایت مدیریت زمان و نظرات مدیر عامل و افراد شرکت کنندهدریافت و توزیع مکاتبات بر اساس مفاد نامه ها و پیگیری دستورات صادره مدیریت و ارائه گزارش و نتایج حاصله از آن برقراری ارتباط با کارکنان، مشتریان و همکاران تجاری شرکت نگارش نامه و مکاتبات اداری تنظيم صورتجلساتمسلط به نرم افزارهای Officeهماهنگی جهت خرید موارد مصرفی دفتر مهارت های عمومی:‏دارای روابط عمومی قوی ، متانت، فعال، متعهد، پیگیر در امور‎ ‎ فن بیان و لحن خوش و محترمانه هنگام گفتگوی تلفنی و حضوری پیگیری امور محوله تا حصول نتیجه بدون نیاز به پیگیری مکرر ‏Self Motivated)‎‏)‏ توانمند و علاقه‌مند به یادگیری مهارتهای جدیدانعطاف پذیر و توانا در مواجه شدن با چالش های جدید توانایی مدیریت و نظارت بر کار سایر کارمندان توانایی کار در شرایط استرس زا و تحت فشار باهوش، منظم و وقت شناس‏‎ ‎ دارای روحیه ی کار تیمی قدرت یادگیری بالامزایای شغلی:بیمه تکمیلی کمک هزینه سفروام شرکتی و بانکی,مسئول دفتر، اجرائی و اداری,تمام وقت,بیش از شش سال,"از ۱۰,۰۰۰,۰۰۰ تومان","[""امور اداری"",""پیگیری امور"",""مکاتبات اداری"",""Microsoft Office"",""هماهنگی جلسات""]",مهم نیست,پایان خدمت,کارشناسی ارشد
برنامه‌نویس React,فلای تودی | FT,تهران، تهران,https://jobinja.ir/companies/abnoos-gasht-tehran/jobs/R4Jq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-react-%D8%AF%D8%B1-%D9%81%D9%84%D8%A7%DB%8C-%D8%AA%D9%88%D8%AF%DB%8C?_ref=16,۱ روز پیش,شغل,https://thumb.jobinjacdn.com/KdOc568hvunDc8w-4OpxDZ1TwtE=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/3b1f2980-e3c8-403f-9acf-30872580f9d1/main.png,مهارت های تخصصی:تسلط کامل به  Reactتسلط کامل به JSX، Redux و Next.jsتسلط کامل به ES6مسلط به CSS و SASSمسلط به طراحی و پیاده سازی  Responsiveآشنایی کامل با پیاده سازی Restful APIsآشنایی با PWAتجربه کار با Gitآشنایی با Clean Codeداشتن نمونه کار قوی در پیاده سازی فرانت اند بوسیله React که به فاز تجاری رسیده اند.افراد با تجربه کاری در زمینه گردشگری در اولویت هستند.مهارت های Rect، FrontEnd، JavaScript، Reduxشرح وظایف:پباده سازی فرانت اند وب سایت از روی طرح های UI/UXمستند سازی فنی از کدهای پیاده سازی شدههماهنگی سریع با اعضای فعلی تیم فرانت اندرفع باگ های گزارش شدهطراحی و پیاده سازی کدهای فرانت اند با کارایی بالا و قابلیت استفاده مجددارتباط مستمر با اعضای تیم Backendمهارت های شخصیتی:دارای روحیه کار تیمی و تعامل با دیگر اعضای تیمخلاق و دارای مهارت حل مسئلهنگرش فعالانهمدیریت زمانمسئولیت پذیر و نتیجه گرامزایای شغلی:بیمه تکمیلی کمک هزینه سفروام شرکتی و بانکی,وب،‌ برنامه‌نویسی و نرم‌افزار,تمام وقت,سه تا شش سال,"از ۲۰,۰۰۰,۰۰۰ تومان","[""Javascript"",""react native"",""React"",""Redux"",""ReactJS""]",مهم نیست,پایان خدمت,کارشناسی
کارشناس پشتیبانی مشتریان (شیفت عصر),میهمان شو | Mihmansho,تهران، تهران,https://jobinja.ir/companies/mihmansho/jobs/RbCM/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%85%D8%B4%D8%AA%D8%B1%DB%8C%D8%A7%D9%86-%D8%B4%DB%8C%D9%81%D8%AA-%D8%B9%D8%B5%D8%B1-%D8%AF%D8%B1-%D9%85%DB%8C%D9%87%D9%85%D8%A7%D9%86-%D8%B4%D9%88?_ref=16,۱ روز پیش,شغل,https://thumb.jobinjacdn.com/oWtnNC2MWWQWg7_ldmY8GEKW8pY=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/a15a0574-a87a-11e8-936a-26a4da5b8340_5e18667e-6369-49be-9435-5873896d66c2/main.jpg,استخدام کارشناس پشتیبانی ( شیفت عصر ) در وب سایت گردشگری میهمان شو بصورت حضوری شرایط محیط کار :موقعیت مکانی : غرب تهران - اشرفی اصفهانیبازه سنی : 19 تا 35 سالساعات کاری : 17 الی 24:00 با یک روز آف هفتگی و همچنین روزهای تعطیل رسمیمحاسبه ضریب های بالا برای شب کاری، اضافه کاری و روزهای تعطیلمحیط امن و شادبیمه تامین اجتماعی پاداش ماهانه به ازای عملکرد شرایط کلی :سابقه فعالیت در یکی از بخش های فروش یا پشتیبانی ترجیحا در کسب و کارهای اینترنتی یا استارتاپ هاآشنا به اصول مذاکرات و دایره واژگان مناسبعملکرد سریع در انجام وظایف و قدرت تصمیم گیری بالامنظم، پر انرژی، دارای روحیه کار جمعیصبور، منطقی با رفتار حرفه ای,پشتیبانی و امور مشتریان,تمام وقت,مهم نیست,"از ۴,۰۰۰,۰۰۰ تومان","[""پشتیبانی"",""ارتباط با مشتریان و پشتیبانی"",""پاسخگویی به مشتریان""]",مهم نیست,مهم‌ نیست,مهم نیست
کارشناس پشتیبانی مشتریان (شیفت صبح),میهمان شو | Mihmansho,تهران، تهران,https://jobinja.ir/companies/mihmansho/jobs/RbCj/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%85%D8%B4%D8%AA%D8%B1%DB%8C%D8%A7%D9%86-%D8%B4%DB%8C%D9%81%D8%AA-%D8%B5%D8%A8%D8%AD-%D8%AF%D8%B1-%D9%85%DB%8C%D9%87%D9%85%D8%A7%D9%86-%D8%B4%D9%88?_ref=16,۱ روز پیش,شغل,https://thumb.jobinjacdn.com/oWtnNC2MWWQWg7_ldmY8GEKW8pY=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/a15a0574-a87a-11e8-936a-26a4da5b8340_5e18667e-6369-49be-9435-5873896d66c2/main.jpg,استخدام کارشناس پشتیبانی ( شیفت صبح ) در وب سایت گردشگری میهمان شو بصورت حضوری شرایط محیط کار :موقعیت مکانی : غرب تهران - اشرفی اصفهانیبازه سنی : 19 تا 35 سالساعات کاری : 09 الی 17 با یک روز آف هفتگیمحیط امن و شادبیمه تامین اجتماعیپاداش ماهانه به ازای عملکرد شرایط کلی :سابقه فعالیت در یکی از بخش های فروش یا پشتیبانی ترجیحا در کسب و کارهای اینترنتی یا استارتاپ هاآشنا به اصول مذاکرات و دایره واژگان مناسبعملکرد سریع در انجام وظایف و قدرت تصمیم گیری بالامنظم، پر انرژی، دارای روحیه کار جمعیصبور، منطقی با رفتار حرفه ای,پشتیبانی و امور مشتریان,تمام وقت,مهم نیست,"از ۴,۰۰۰,۰۰۰ تومان","[""پشتیبانی"",""ارتباط با مشتریان و پشتیبانی"",""امورمشتریان""]",مهم نیست,مهم‌ نیست,مهم نیست
طراح و گرافیست,صنایع آرایشی و بهداشتی رز تجارت سیما | Roz Tejarat Sima,تهران، تهران,https://jobinja.ir/companies/fanavari-iran-1/jobs/R4tg/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%B7%D8%B1%D8%A7%D8%AD-%D9%88-%DA%AF%D8%B1%D8%A7%D9%81%DB%8C%D8%B3%D8%AA-%D8%AF%D8%B1-%D8%B5%D9%86%D8%A7%DB%8C%D8%B9-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4%DB%8C-%D9%88-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA%DB%8C-%D8%B1%D8%B2-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%B3%DB%8C%D9%85%D8%A7?_ref=16,۱ روز پیش,شغل,https://thumb.jobinjacdn.com/m2Wa2Ox3Yu-3Puczd1COsDCM268=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/f2b3ba0a-0bfa-49c7-b999-dd08abba6970/main.jpg,ما در تیم viara  ، به دنبال یک هم‌تیمی باانگیزه و با تجربه هستیم که به پیشرفت و انجام کارهای نو علاقه‌مند باشه، از ایده‌پردازی و کار روی پروژه‌  لذت ببره، شجاعت انجام کارهای جدید رو داشته باشه و از شکست خوردن نترسه. اگه شخصیت‌تون با موارد گفته شده سازگاره و به دنبال یک مسیر حرفه‌ای برای ورود به دنیای هوش مصنوعی  هستید، این فرصت شغلی برای شما آگهی شده داشتن این مهارت‌ها اصل کاره:تسلط به مفاهیم دیزاین، اصول گرافیک و زیباشناسیآشنایی کافی با حوزه تبلیغات، طراحی گرافیک و بسته بندیتوانایی درک مطلب سریع و تبدیل آن به طرح های گرافیکیتسلط بر نرم افزارهای Adobe Photoshop، Adobe Illustrator و Adobe Indesign سایر نرم افزارهای حوزه گرافیاحترام گذاشتن به این ارزش‌ها، باعث خوش‌حالی هر دومون می‌شه: تعهد به ارزش‌ها و قوانین شرکت مسئولیت‌پذیری و پیگیری مستمر کارها مدیریت زمان و انجام کارها در زمان تعیین‌شده آشنایی کافی به زبان انگلیسی روحیه کار تیمی و تعامل با هم‌تیمی‌ها علاقه‌مند به یادگیری مستمر ما قول می‌دیم که شما رو خوش‌حال‌تر کنیم: ایجاد محیط کاری پویا و شادابایجاد ساعت کاری منعطفتهیه دوره‌های آموزشی برای رشد و پیشرفت احترام به ساعت‌های غیرکاری پرداخت به موقع حقوق و پاداشبیمه تامین اجتماعی همکاری تمام وقتداشتن نمونه کار,طراحی,تمام وقت,مهم نیست,توافقی,"[""طراحی گرافیک"",""Photoshop"",""Illustrator"",""طراحی"",""After Effects"",""indesign""]",مهم نیست,مهم‌ نیست,کارشناسی
کارشناس دیجیتال مارکتینگ,صنایع آرایشی و بهداشتی رز تجارت سیما | Roz Tejarat Sima,تهران، تهران,https://jobinja.ir/companies/fanavari-iran-1/jobs/R4Jv/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D9%85%D8%A7%D8%B1%DA%A9%D8%AA%DB%8C%D9%86%DA%AF-%D8%AF%D8%B1-%D8%B5%D9%86%D8%A7%DB%8C%D8%B9-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4%DB%8C-%D9%88-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA%DB%8C-%D8%B1%D8%B2-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%B3%DB%8C%D9%85%D8%A7?_ref=16,۱ روز پیش,شغل,https://thumb.jobinjacdn.com/m2Wa2Ox3Yu-3Puczd1COsDCM268=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/f2b3ba0a-0bfa-49c7-b999-dd08abba6970/main.jpg,"ما در تیم viara  ، به دنبال یک هم‌تیمی باانگیزه و با تجربه هستیم که به پیشرفت و انجام کارهای نو علاقه‌مند باشه، از ایده‌پردازی و کار روی پروژه‌  لذت ببره، شجاعت انجام کارهای جدید رو داشته باشه و از شکست خوردن نترسه. اگه شخصیت‌تون با موارد گفته شده سازگاره و به دنبال یک مسیر حرفه‌ای برای ورود به دنیای هوش مصنوعی  هستید، این فرصت شغلی برای شما آگهی شده :)داشتن این مهارت‌ها اصل کاره:آشنایی به بازاریابی محتواآشنایی به بازاریابی دیجیتالآشنا به سایت و سئومسلط به فضا و آلگوریتم های اینستاگرام مسلط به نوشتن مقالات سئومحورمسلط به Google Ads, google webmaster, google analyticsتوانایی جست‌وجوی اینترنتیهمکاری در تهیه استراتژی‌های مختلف مارکتینگآنالیز ترافیک وبسایت و خروجی کمپین هایتسلط بر کمپیناگه این مهارت‌ها رو هم داشته باشید که عالی می‌شه: :داشتن دید تحلیلی و قدرت حل مسئلهتعامل مناسب با دیگران و داشتن روحیه کار تیمیمسئولیت پذیری و هدف گراییدانش جامع در حوزه بازاریابی دیجیتال، ترندهای روز و ابزار مورد استفاده در این حوزهاشتیاق به یادگیری و رشدمهارت مناسب در زبان انگلیسی به خصوص خواندن و نوشتن متون انگلیسیداشتن حداقل 2 سال سابقه کاری مرتبطارائه مدون و منظم گزارش‌های مربوطه بررسی و نظارت بر اجرای کمپین‌های مختلف در گوگل ادز و مدیاادهای ایرانیاحترام گذاشتن به این ارزش‌ها، باعث خوش‌حالی هر دومون می‌شه: تعهد به ارزش‌ها و قوانین شرکت مسئولیت‌پذیری و پیگیری مستمر کارها مدیریت زمان و انجام کارها در زمان تعیین‌شده آشنایی کافی به زبان انگلیسی روحیه کار تیمی و تعامل با هم‌تیمی‌ها علاقه‌مند به یادگیری مستمر ما قول می‌دیم که شما رو خوش‌حال‌تر کنیم: ایجاد محیط کاری پویا و شادابایجاد ساعت کاری منعطفتهیه دوره‌های آموزشی برای رشد و پیشرفت احترام به ساعت‌های غیرکاری پرداخت به موقع حقوق و پاداشبیمه تامین اجتماعی همکاری تمام وقت",تولید و مدیریت محتوا,تمام وقت,مهم نیست,توافقی,"[""دیجیتال مارکتینگ"",""شبکه های اجتماعی"",""SEO"",""Google Analytics""]",مهم نیست,مهم‌ نیست,کارشناسی
رئیس حسابداری (خانم),گروه مهندسی پوشش گستر | Poshesh Gostar Co,تهران، تهران,https://jobinja.ir/companies/posheshgostar-1/jobs/RGF7/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%B1%D8%A6%DB%8C%D8%B3-%D8%AD%D8%B3%D8%A7%D8%A8%D8%AF%D8%A7%D8%B1%DB%8C-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%BE%D9%88%D8%B4%D8%B4-%DA%AF%D8%B3%D8%AA%D8%B1?_ref=16,۱ روز پیش,شغل,https://thumb.jobinjacdn.com/pjG5Lch88AlCZqIY-hN1jJlaxpc=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/2a3ee3d2-d67a-43ec-ad33-91ccaea845d9/main.jpg,تسلط بر امور خزانه داری .. تسلط بر حقوق و دستمزد و بیمه تامین اجتماعی و قوانین اداره کار .... تسلط در ارسال گزارشات ارزش افزوده و معاملات فصلی .... آشنایی به بستن حسابها ... آشنایی به تهیه صورتهای مالی ... آشنایی به اظهارنامه و دفاع در سازمان های مربوطه و همکاری با شرکت های حسابرسی ... آشنایی به تحریر دفاتر .... و ......... ( توجه : شرکت پیمانکاری ساختمانی است. دوستانی که کار پیمانکاری انجام دادند در اولویت هستند )  محل کار : دستگردی غربی ( ظفر به سمت جردن ) * خواهشا به مسیر و تردد توجه ویژه داشته باشید . ساعت کار : شنبه تا چهارشنبه 8 تا 16 پنج شنبه 8 تا 12 معرفی شرکت : گروه مهندسی پوشش گستر از سال 1363 فعالیت خود را در زمینه پیمانکاری ساختمانی و بخصوص در زمینه اجرای سقف خاص فضاهای بزرگ و نما آغاز کرده و تا کنون پروژه های بنام و مطرحی را انجام داده است,مالی و حسابداری,تمام وقت,بیش از شش سال,توافقی,"[""حسابداری"",""مالی و حسابداری"",""امور مالیاتی"",""امور مالی"",""مالیات ارزش افزوده""]",زن,,کارشناسی
کارشناس ارشد دیجیتال مارکتینگ,کوجورجیا | Co Georgia,تهران، تهران,https://jobinja.ir/companies/cogeorgia/jobs/Rm8g/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D9%85%D8%A7%D8%B1%DA%A9%D8%AA%DB%8C%D9%86%DA%AF-%D8%AF%D8%B1-%DA%A9%D9%88%D8%AC%D9%88%D8%B1%D8%AC%DB%8C%D8%A7?_ref=16,۲ روز پیش,شغل,https://thumb.jobinjacdn.com/CxQlLM6RHLw6xt4D4lC1Zu-Xq7c=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/8e0e812e-e6f4-11ea-92c5-d6b790452c1a_e8cd85e7-9bed-4fa7-9729-978652f95c91/main.png,"توجه: شخص متقاضی، نسبت به حوزه کاری خود کاملا حرفه ای همراه با رزومه قوی باشد.شرایط احراز:آشنایی کامل با مفاهیم بازاریابی دیجیتالتخصص کامل با راه اندازی کمپین های فروشمسلط به دنیای فناوری اطلاعات، فروش اینترنتی و اپلیکیشن های موبایلرفتار شناسی مشتری ایده پرداز و خلاق و تحقق به ایده هاآشنایی با حوزه ی Ecommerceمسئولیت پذیر، آموزش پذیر و فعال در کار گروهیآشنا به طراحی گرافیکتولید محتوا برای شبکه های اجتماعی متناسب با هدف برند و رسانه ساخته شده در شبکه های اجتماعیآشنایی به امور مربوط به سئو، محتوای سئو شده آشنایی با سامانه های تحلیل داده مانند: Tag Manager, Google Search Console و Google Analyticsتوانایی شناسایی رقبا و تحلیل آنهاتسلط بر مفاهیم سوشیال مارکتینگتوانایی تعیین استراتژی محتوایی، برنامه ریزی و اجرای کمپین و مدیریت شبکه های اجتماعی (اینستاگرام، لینکدین، توییتر) و جذب مخاطب از روشهای خلاقانهتسلط کافی بر تبلیغات در پلتفرم های مختلف و شبکه های اجتماعی حداقل 3 سال سابقه کاری حرفه ای در گروه شغلی مرتبطموقعیت: محدوده پونکساعت کاری: شنبه تا چهارشنبه - 8 صبح الی 17مزایا:بیمه",تولید و مدیریت محتوا,تمام وقت,سه تا شش سال,توافقی,"[""دیجیتال مارکتینگ"",""Google Analytics"",""Google Search Console"",""google tag manager"",""سوشال مارکتینگ""]",مهم نیست,مهم‌ نیست,کارشناسی
کارشناس فروش,هلدینگ ثبتی و حقوقی ملاصدرا | Mollasadra Holding,تهران، تهران,https://jobinja.ir/companies/mollasadra-holding/jobs/R4Iw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D8%AF%D8%B1-%D9%87%D9%84%D8%AF%DB%8C%D9%86%DA%AF-%D8%AB%D8%A8%D8%AA%DB%8C-%D9%88-%D8%AD%D9%82%D9%88%D9%82%DB%8C-%D9%85%D9%84%D8%A7%D8%B5%D8%AF%D8%B1%D8%A7?_ref=16,۲ روز پیش,شغل,https://thumb.jobinjacdn.com/eaDIskQmq8VtYMZYz5gxc3pAjQU=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/9216bf10-b2cb-11e9-934b-d6b790452c1a_10849971-84bf-4574-8140-05e7608edb23/main.png,ثبت ملاصدرا شعبه سعادت آباد از مشاورین فروش تلفنی جوان در محیطی آرام و حرفه ای دعوت به همکاری مینماید:آموزش رایگان موضوعات کاریحقوق ثابت+ پورسانت+ بیمهفروش تلفنی در امور ثبتی و آی تی امکان پیشرفت درآمدی بسیار بالا برای تمامی نیروهای با سابقه و بدون سابقه کاریمحیط کاری پویا و جوان,فروش و بازاریابی,تمام وقت,مهم نیست,"از ۴,۰۰۰,۰۰۰ تومان","[""اصول و فنون مذاکره"",""فروش و بازاریابی""]",مهم نیست,مهم‌ نیست,مهم نیست
